"","replicate","stat"
"1",1,-0.0333333333333333
"2",2,-0.025
"3",3,-0.025
"4",4,-0.0416666666666666
"5",5,-0.0166666666666667
"6",6,0.0916666666666667
"7",7,0.0916666666666667
"8",8,-0.0083333333333333
"9",9,0.025
"10",10,0
"11",11,0
"12",12,0
"13",13,0.0333333333333333
"14",14,-0.0333333333333333
"15",15,0.0666666666666667
"16",16,-0.0666666666666667
"17",17,0.025
"18",18,-0.0166666666666667
"19",19,-0.0416666666666666
"20",20,0.0333333333333333
"21",21,0.0166666666666667
"22",22,0.133333333333333
"23",23,-0.0333333333333333
"24",24,0
"25",25,0
"26",26,0
"27",27,-0.0666666666666667
"28",28,0.0416666666666666
"29",29,-0.0416666666666666
"30",30,0.0166666666666667
"31",31,0.0499999999999999
"32",32,0.0166666666666667
"33",33,-0.0083333333333333
"34",34,-0.0166666666666667
"35",35,0.0333333333333333
"36",36,0.0499999999999999
"37",37,0.0166666666666667
"38",38,-0.0833333333333334
"39",39,-0.0499999999999999
"40",40,0.0083333333333333
"41",41,-0.025
"42",42,0.0916666666666667
"43",43,-0.0583333333333333
"44",44,0.0166666666666667
"45",45,0.0583333333333333
"46",46,-0.0166666666666667
"47",47,-0.0083333333333333
"48",48,0.0083333333333333
"49",49,-0.0499999999999999
"50",50,-0.0166666666666667
"51",51,-0.0499999999999999
"52",52,0.0750000000000001
"53",53,-0.0166666666666667
"54",54,0.025
"55",55,-0.0333333333333333
"56",56,-0.025
"57",57,-0.0166666666666667
"58",58,-0.0166666666666667
"59",59,0.0583333333333333
"60",60,-0.0166666666666667
"61",61,-0.025
"62",62,-0.0499999999999999
"63",63,-0.0583333333333333
"64",64,-0.0333333333333333
"65",65,-0.0416666666666666
"66",66,0.0583333333333333
"67",67,-0.025
"68",68,-0.0333333333333333
"69",69,0
"70",70,-0.0166666666666667
"71",71,-0.0333333333333333
"72",72,0.0416666666666666
"73",73,-0.0083333333333333
"74",74,-0.0166666666666667
"75",75,0
"76",76,-0.0750000000000001
"77",77,0.0083333333333333
"78",78,0
"79",79,-0.025
"80",80,0.0499999999999999
"81",81,0.0083333333333333
"82",82,-0.025
"83",83,0.0083333333333333
"84",84,-0.025
"85",85,0.025
"86",86,-0.0416666666666666
"87",87,-0.0583333333333333
"88",88,-0.0166666666666667
"89",89,-0.0083333333333333
"90",90,0.0166666666666667
"91",91,0.0166666666666667
"92",92,-0.0750000000000001
"93",93,-0.0166666666666667
"94",94,-0.0083333333333333
"95",95,0
"96",96,-0.1
"97",97,0.0083333333333333
"98",98,-0.0083333333333333
"99",99,0.0499999999999999
"100",100,0.025
"101",101,-0.0083333333333333
"102",102,0
"103",103,0.0416666666666666
"104",104,-0.0333333333333333
"105",105,-0.025
"106",106,-0.025
"107",107,0.0666666666666667
"108",108,0
"109",109,-0.0499999999999999
"110",110,-0.025
"111",111,0
"112",112,0.0583333333333333
"113",113,0
"114",114,-0.025
"115",115,0
"116",116,-0.0333333333333333
"117",117,0
"118",118,0
"119",119,0.0083333333333333
"120",120,-0.0833333333333334
"121",121,0.0166666666666667
"122",122,-0.0416666666666666
"123",123,-0.0166666666666667
"124",124,0.025
"125",125,0.0333333333333333
"126",126,-0.0333333333333333
"127",127,0.0499999999999999
"128",128,0.025
"129",129,0.0166666666666667
"130",130,-0.025
"131",131,-0.0166666666666667
"132",132,-0.0499999999999999
"133",133,0.025
"134",134,-0.0333333333333333
"135",135,-0.025
"136",136,0.0833333333333334
"137",137,-0.0333333333333333
"138",138,0.0583333333333333
"139",139,0.0916666666666667
"140",140,-0.0833333333333334
"141",141,-0.0083333333333333
"142",142,0.0083333333333333
"143",143,0.0083333333333333
"144",144,0.0166666666666667
"145",145,0
"146",146,0.0499999999999999
"147",147,0.025
"148",148,0.0750000000000001
"149",149,-0.0583333333333333
"150",150,0.0416666666666666
"151",151,0.025
"152",152,-0.0083333333333333
"153",153,0.0333333333333333
"154",154,-0.025
"155",155,-0.0416666666666666
"156",156,-0.0166666666666667
"157",157,0.0083333333333333
"158",158,0.0083333333333333
"159",159,0.0166666666666667
"160",160,-0.0499999999999999
"161",161,-0.0750000000000001
"162",162,-0.0583333333333333
"163",163,0.0416666666666666
"164",164,0
"165",165,0.0833333333333334
"166",166,-0.0166666666666667
"167",167,0.0166666666666667
"168",168,-0.0083333333333333
"169",169,-0.0083333333333333
"170",170,0.025
"171",171,-0.108333333333333
"172",172,-0.0416666666666666
"173",173,-0.0333333333333333
"174",174,-0.0083333333333333
"175",175,-0.0166666666666667
"176",176,-0.0583333333333333
"177",177,-0.0416666666666666
"178",178,0.0166666666666667
"179",179,0.0833333333333334
"180",180,-0.0583333333333333
"181",181,0.0416666666666666
"182",182,-0.025
"183",183,-0.025
"184",184,-0.0166666666666667
"185",185,-0.0083333333333333
"186",186,0.0166666666666667
"187",187,0.0166666666666667
"188",188,-0.0416666666666666
"189",189,0.0916666666666667
"190",190,0.0499999999999999
"191",191,-0.0166666666666667
"192",192,-0.0166666666666667
"193",193,-0.0166666666666667
"194",194,0.0166666666666667
"195",195,0.0333333333333333
"196",196,0.0499999999999999
"197",197,0.0333333333333333
"198",198,-0.0833333333333334
"199",199,0
"200",200,0.0333333333333333
"201",201,0.0499999999999999
"202",202,-0.0583333333333333
"203",203,0.0333333333333333
"204",204,0.0083333333333333
"205",205,-0.0166666666666667
"206",206,0.0166666666666667
"207",207,0.0166666666666667
"208",208,-0.0083333333333333
"209",209,0.0083333333333333
"210",210,-0.0499999999999999
"211",211,0.025
"212",212,-0.0583333333333333
"213",213,-0.0083333333333333
"214",214,0.0333333333333333
"215",215,-0.0333333333333333
"216",216,0
"217",217,0
"218",218,0.1
"219",219,0.0083333333333333
"220",220,0.0750000000000001
"221",221,-0.0166666666666667
"222",222,-0.0166666666666667
"223",223,-0.0583333333333333
"224",224,-0.025
"225",225,-0.0083333333333333
"226",226,0.0666666666666667
"227",227,-0.0166666666666667
"228",228,-0.0166666666666667
"229",229,0.0499999999999999
"230",230,-0.0499999999999999
"231",231,0.0666666666666667
"232",232,-0.0083333333333333
"233",233,-0.0416666666666666
"234",234,-0.0166666666666667
"235",235,-0.0333333333333333
"236",236,-0.0083333333333333
"237",237,0.0083333333333333
"238",238,0
"239",239,-0.025
"240",240,0.0583333333333333
"241",241,0.0416666666666666
"242",242,-0.1
"243",243,0.0499999999999999
"244",244,0
"245",245,-0.0583333333333333
"246",246,0.0666666666666667
"247",247,0.0083333333333333
"248",248,-0.0583333333333333
"249",249,-0.0333333333333333
"250",250,-0.0499999999999999
"251",251,-0.0083333333333333
"252",252,0.025
"253",253,0.025
"254",254,-0.0750000000000001
"255",255,0.0083333333333333
"256",256,-0.0083333333333333
"257",257,-0.0083333333333333
"258",258,-0.0083333333333333
"259",259,0.0166666666666667
"260",260,0.0416666666666666
"261",261,0.025
"262",262,0.0583333333333333
"263",263,0.0083333333333333
"264",264,0
"265",265,0.0833333333333334
"266",266,-0.0499999999999999
"267",267,0.0416666666666666
"268",268,0.125
"269",269,-0.0083333333333333
"270",270,-0.0583333333333333
"271",271,0.0083333333333333
"272",272,0
"273",273,0.0499999999999999
"274",274,-0.0083333333333333
"275",275,0
"276",276,-0.0333333333333333
"277",277,-0.0833333333333334
"278",278,-0.0083333333333333
"279",279,-0.0083333333333333
"280",280,0.0583333333333333
"281",281,0
"282",282,0
"283",283,-0.0166666666666667
"284",284,0.0333333333333333
"285",285,-0.0833333333333334
"286",286,-0.0333333333333333
"287",287,-0.0583333333333333
"288",288,0.0333333333333333
"289",289,-0.0333333333333333
"290",290,0.025
"291",291,0.0833333333333334
"292",292,0
"293",293,0.0166666666666667
"294",294,-0.0083333333333333
"295",295,0.0499999999999999
"296",296,-0.0416666666666666
"297",297,0.0333333333333333
"298",298,-0.0083333333333333
"299",299,-0.0083333333333333
"300",300,-0.025
"301",301,-0.0333333333333333
"302",302,-0.0166666666666667
"303",303,-0.0583333333333333
"304",304,0.0333333333333333
"305",305,-0.0499999999999999
"306",306,0.0166666666666667
"307",307,0.0166666666666667
"308",308,-0.0499999999999999
"309",309,-0.025
"310",310,-0.0166666666666667
"311",311,-0.0499999999999999
"312",312,-0.025
"313",313,0
"314",314,-0.0499999999999999
"315",315,0.0166666666666667
"316",316,-0.0083333333333333
"317",317,0.0416666666666666
"318",318,0
"319",319,0.1
"320",320,-0.0166666666666667
"321",321,0
"322",322,-0.0083333333333333
"323",323,-0.0416666666666666
"324",324,0.025
"325",325,-0.0166666666666667
"326",326,-0.0499999999999999
"327",327,-0.0333333333333333
"328",328,0.0333333333333333
"329",329,0.0333333333333333
"330",330,-0.0416666666666666
"331",331,0
"332",332,-0.0166666666666667
"333",333,-0.0833333333333334
"334",334,0.0666666666666667
"335",335,-0.0333333333333333
"336",336,-0.0333333333333333
"337",337,-0.0083333333333333
"338",338,0.0333333333333333
"339",339,-0.025
"340",340,-0.0166666666666667
"341",341,0.0416666666666666
"342",342,-0.025
"343",343,-0.0916666666666667
"344",344,0.0166666666666667
"345",345,-0.0416666666666666
"346",346,-0.0166666666666667
"347",347,0.0166666666666667
"348",348,-0.0499999999999999
"349",349,0.0416666666666666
"350",350,-0.0333333333333333
"351",351,0.025
"352",352,0.0833333333333334
"353",353,0.0083333333333333
"354",354,-0.0416666666666666
"355",355,0.0499999999999999
"356",356,0
"357",357,-0.0166666666666667
"358",358,-0.0666666666666667
"359",359,0
"360",360,-0.0750000000000001
"361",361,0.0083333333333333
"362",362,0.0333333333333333
