"","replicate","diff_perm","diff_orig"
"1",1,-0.00288614131379772,-0.00782872298828052
"2",2,-0.00288614131379772,-0.00782872298828052
"3",3,0.0065871402289609,-0.00782872298828052
"4",4,0.00411584939171949,-0.00782872298828052
"5",5,0.00493961300413315,-0.00782872298828052
"6",6,0.00452773119792638,-0.00782872298828052
"7",7,-0.0111237774379357,-0.00782872298828052
"8",8,-0.0185376499496598,-0.00782872298828052
"9",9,-0.00206237770138396,-0.00782872298828052
"10",10,-0.0115356592441426,-0.00782872298828052
"11",11,-0.0103000138255219,-0.00782872298828052
"12",12,0.00164455855447809,-0.00782872298828052
"13",13,-0.00865248660069429,-0.00782872298828052
"14",14,0.00205644036068497,-0.00782872298828052
"15",15,0.00246832216689186,-0.00782872298828052
"16",16,-0.000826732282763309,-0.00782872298828052
"17",17,-0.00247425950759095,-0.00782872298828052
"18",18,0.014001012740685,-0.00782872298828052
"19",19,0.00452773119792638,-0.00782872298828052
"20",20,-0.00412178673241848,-0.00782872298828052
"21",21,-0.00288614131379772,-0.00782872298828052
"22",22,0.0115297219034436,-0.00782872298828052
"23",23,0.00205644036068497,-0.00782872298828052
"24",24,0.00823466745378842,-0.00782872298828052
"25",25,0.0185317126089608,-0.00782872298828052
"26",26,-0.000414850476556428,-0.00782872298828052
"27",27,0.0144128945468918,-0.00782872298828052
"28",28,0.00164455855447809,-0.00782872298828052
"29",29,-0.00206237770138396,-0.00782872298828052
"30",30,0.0119416037096505,-0.00782872298828052
"31",31,-0.006181195763453,-0.00782872298828052
"32",32,0.0197673580275816,-0.00782872298828052
"33",33,0.000408913135857447,-0.00782872298828052
"34",34,0.0222386488648229,-0.00782872298828052
"35",35,0.021826767058616,-0.00782872298828052
"36",36,-0.00494555034483224,-0.00782872298828052
"37",37,-0.006181195763453,-0.00782872298828052
"38",38,-0.00988813201931504,-0.00782872298828052
"39",39,0.0197673580275816,-0.00782872298828052
"40",40,-0.0107118956317288,-0.00782872298828052
"41",41,-0.0119475410503496,-0.00782872298828052
"42",42,-0.000414850476556428,-0.00782872298828052
"43",43,-0.006181195763453,-0.00782872298828052
"44",44,-0.0144188318875909,-0.00782872298828052
"45",45,0.0086465492599952,-0.00782872298828052
"46",46,0.014001012740685,-0.00782872298828052
"47",47,0.00246832216689186,-0.00782872298828052
"48",48,-0.00206237770138396,-0.00782872298828052
"49",49,-0.0032980231200046,-0.00782872298828052
"50",50,-0.00412178673241848,-0.00782872298828052
"51",51,-0.00453366853862547,-0.00782872298828052
"52",52,-0.00206237770138396,-0.00782872298828052
"53",53,-0.000414850476556428,-0.00782872298828052
"54",54,0.00288020397309874,-0.00782872298828052
"55",55,-0.0119475410503496,-0.00782872298828052
"56",56,0.00535149481034014,-0.00782872298828052
"57",57,0.00452773119792638,-0.00782872298828052
"58",58,-2.96867034954573e-06,-0.00782872298828052
"59",59,-0.0107118956317288,-0.00782872298828052
"60",60,-0.0193614135620737,-0.00782872298828052
"61",61,-0.00206237770138396,-0.00782872298828052
"62",62,0.0107059582910297,-0.00782872298828052
"63",63,0.00205644036068497,-0.00782872298828052
"64",64,0.00905843106620219,-0.00782872298828052
"65",65,0.00288020397309874,-0.00782872298828052
"66",66,0.000408913135857447,-0.00782872298828052
"67",67,0.000408913135857447,-0.00782872298828052
"68",68,0.00205644036068497,-0.00782872298828052
"69",69,-0.00576931395724611,-0.00782872298828052
"70",70,0.00329208577930562,-0.00782872298828052
"71",71,0.00699902203516767,-0.00782872298828052
"72",72,-0.00659307756965988,-0.00782872298828052
"73",73,0.0205911216399952,-0.00782872298828052
"74",74,0.00493961300413315,-0.00782872298828052
"75",75,-0.0234802316241426,-0.00782872298828052
"76",76,0.00947031287240907,-0.00782872298828052
"77",77,0.00947031287240907,-0.00782872298828052
"78",78,-0.0111237774379357,-0.00782872298828052
"79",79,-0.00576931395724611,-0.00782872298828052
"80",80,-0.0300703405234529,-0.00782872298828052
"81",81,0.00329208577930562,-0.00782872298828052
"82",82,-0.006181195763453,-0.00782872298828052
"83",83,-0.00370990492621159,-0.00782872298828052
"84",84,0.0131772491282711,-0.00782872298828052
"85",85,0.0061752584227539,-0.00782872298828052
"86",86,-0.00659307756965988,-0.00782872298828052
"87",87,-0.00782872298828052,-0.00782872298828052
"88",88,-0.0185376499496598,-0.00782872298828052
"89",89,0.00411584939171949,-0.00782872298828052
"90",90,0.00823466745378842,-0.00782872298828052
"91",91,0.00699902203516767,-0.00782872298828052
"92",92,-0.00535743215103912,-0.00782872298828052
"93",93,-0.00123861408897019,-0.00782872298828052
"94",94,0.000820794942064329,-0.00782872298828052
"95",95,-0.0148307136937977,-0.00782872298828052
"96",96,-0.00988813201931504,-0.00782872298828052
"97",97,-0.0127713046627632,-0.00782872298828052
"98",98,-0.0168901227248323,-0.00782872298828052
"99",99,-0.00700495937586676,-0.00782872298828052
"100",100,-0.0135950682751771,-0.00782872298828052
"101",101,0.00411584939171949,-0.00782872298828052
"102",102,-0.00206237770138396,-0.00782872298828052
"103",103,-0.00412178673241848,-0.00782872298828052
"104",104,-0.0032980231200046,-0.00782872298828052
"105",105,-0.0173020045310391,-0.00782872298828052
"106",106,-0.0032980231200046,-0.00782872298828052
"107",107,0.000820794942064329,-0.00782872298828052
"108",108,0.00493961300413315,-0.00782872298828052
"109",109,0.0086465492599952,-0.00782872298828052
"110",110,0.0259455851206849,-0.00782872298828052
"111",111,-0.00782872298828052,-0.00782872298828052
"112",112,-0.0135950682751771,-0.00782872298828052
"113",113,-0.00494555034483224,-0.00782872298828052
"114",114,0.00246832216689186,-0.00782872298828052
"115",115,-0.00288614131379772,-0.00782872298828052
"116",116,-0.00659307756965988,-0.00782872298828052
"117",117,0.00452773119792638,-0.00782872298828052
"118",118,-0.00947625021310816,-0.00782872298828052
"119",119,0.00452773119792638,-0.00782872298828052
"120",120,-0.00824060479448752,-0.00782872298828052
"121",121,-0.00165049589517707,-0.00782872298828052
"122",122,0.0107059582910297,-0.00782872298828052
"123",123,-0.006181195763453,-0.00782872298828052
"124",124,0.000408913135857447,-0.00782872298828052
"125",125,0.0111178400972367,-0.00782872298828052
"126",126,0.0111178400972367,-0.00782872298828052
"127",127,0.00741090384137455,-0.00782872298828052
"128",128,-0.0181257681434529,-0.00782872298828052
"129",129,0.0119416037096505,-0.00782872298828052
"130",130,0.0152366581593056,-0.00782872298828052
"131",131,-0.00288614131379772,-0.00782872298828052
"132",132,0.021826767058616,-0.00782872298828052
"133",133,0.00576337661654702,-0.00782872298828052
"134",134,-0.0131831864689702,-0.00782872298828052
"135",135,-0.00247425950759095,-0.00782872298828052
"136",136,-0.000414850476556428,-0.00782872298828052
"137",137,0.00493961300413315,-0.00782872298828052
"138",138,-0.00288614131379772,-0.00782872298828052
"139",139,0.00823466745378842,-0.00782872298828052
"140",140,-0.00988813201931504,-0.00782872298828052
"141",141,0.00205644036068497,-0.00782872298828052
"142",142,0.0172960671903402,-0.00782872298828052
"143",143,0.0102940764848229,-0.00782872298828052
"144",144,-0.00370990492621159,-0.00782872298828052
"145",145,0.00288020397309874,-0.00782872298828052
"146",146,-0.00206237770138396,-0.00782872298828052
"147",147,0.000408913135857447,-0.00782872298828052
"148",148,-0.0032980231200046,-0.00782872298828052
"149",149,0.00246832216689186,-0.00782872298828052
"150",150,-0.00412178673241848,-0.00782872298828052
"151",151,-0.0131831864689702,-0.00782872298828052
"152",152,0.0185317126089608,-0.00782872298828052
"153",153,-2.96867034954573e-06,-0.00782872298828052
"154",154,0.00905843106620219,-0.00782872298828052
"155",155,0.0107059582910297,-0.00782872298828052
"156",156,-0.00576931395724611,-0.00782872298828052
"157",157,-0.00370990492621159,-0.00782872298828052
"158",158,-0.0032980231200046,-0.00782872298828052
"159",159,-0.00206237770138396,-0.00782872298828052
"160",160,0.0065871402289609,-0.00782872298828052
"161",161,-0.0115356592441426,-0.00782872298828052
"162",162,-0.00123861408897019,-0.00782872298828052
"163",163,-0.00576931395724611,-0.00782872298828052
"164",164,0.00205644036068497,-0.00782872298828052
"165",165,0.000408913135857447,-0.00782872298828052
"166",166,-0.00370990492621159,-0.00782872298828052
"167",167,-0.00247425950759095,-0.00782872298828052
"168",168,-0.00865248660069429,-0.00782872298828052
"169",169,0.0115297219034436,-0.00782872298828052
"170",170,-0.000414850476556428,-0.00782872298828052
"171",171,-0.006181195763453,-0.00782872298828052
"172",172,0.00741090384137455,-0.00782872298828052
"173",173,-0.00288614131379772,-0.00782872298828052
"174",174,-0.0107118956317288,-0.00782872298828052
"175",175,0.0102940764848229,-0.00782872298828052
"176",176,-0.0119475410503496,-0.00782872298828052
"177",177,-0.00165049589517707,-0.00782872298828052
"178",178,-0.00659307756965988,-0.00782872298828052
"179",179,0.0152366581593056,-0.00782872298828052
"180",180,0.00411584939171949,-0.00782872298828052
"181",181,-0.0119475410503496,-0.00782872298828052
"182",182,0.00535149481034014,-0.00782872298828052
"183",183,-0.0156544773062116,-0.00782872298828052
"184",184,0.014001012740685,-0.00782872298828052
"185",185,-0.0111237774379357,-0.00782872298828052
"186",186,-0.00659307756965988,-0.00782872298828052
"187",187,0.00576337661654702,-0.00782872298828052
"188",188,0.00699902203516767,-0.00782872298828052
"189",189,-0.00988813201931504,-0.00782872298828052
"190",190,-0.00988813201931504,-0.00782872298828052
"191",191,-0.00782872298828052,-0.00782872298828052
"192",192,-0.00453366853862547,-0.00782872298828052
"193",193,0.0242980578958574,-0.00782872298828052
"194",194,-0.0201851771744874,-0.00782872298828052
"195",195,-0.00782872298828052,-0.00782872298828052
"196",196,-0.0123594228565563,-0.00782872298828052
"197",197,-0.00412178673241848,-0.00782872298828052
"198",198,-0.00370990492621159,-0.00782872298828052
"199",199,-0.0111237774379357,-0.00782872298828052
"200",200,-0.000414850476556428,-0.00782872298828052
"201",201,0.00329208577930562,-0.00782872298828052
"202",202,0.00205644036068497,-0.00782872298828052
"203",203,0.00741090384137455,-0.00782872298828052
"204",204,-0.000826732282763309,-0.00782872298828052
"205",205,0.00246832216689186,-0.00782872298828052
"206",206,-0.00288614131379772,-0.00782872298828052
"207",207,0.000820794942064329,-0.00782872298828052
"208",208,0.0230624124772367,-0.00782872298828052
"209",209,0.00823466745378842,-0.00782872298828052
"210",210,0.000408913135857447,-0.00782872298828052
"211",211,-0.00165049589517707,-0.00782872298828052
"212",212,-0.0032980231200046,-0.00782872298828052
"213",213,0.00288020397309874,-0.00782872298828052
"214",214,-0.00782872298828052,-0.00782872298828052
"215",215,-0.00206237770138396,-0.00782872298828052
"216",216,0.0119416037096505,-0.00782872298828052
"217",217,-0.00700495937586676,-0.00782872298828052
"218",218,-0.00947625021310816,-0.00782872298828052
"219",219,-0.006181195763453,-0.00782872298828052
"220",220,0.00452773119792638,-0.00782872298828052
"221",221,0.00988219467861606,-0.00782872298828052
"222",222,-0.00535743215103912,-0.00782872298828052
"223",223,0.0222386488648229,-0.00782872298828052
"224",224,-0.000414850476556428,-0.00782872298828052
"225",225,-0.00247425950759095,-0.00782872298828052
"226",226,0.00905843106620219,-0.00782872298828052
"227",227,0.00947031287240907,-0.00782872298828052
"228",228,-0.0185376499496598,-0.00782872298828052
"229",229,-0.00412178673241848,-0.00782872298828052
"230",230,0.0102940764848229,-0.00782872298828052
"231",231,0.00782278564758154,-0.00782872298828052
"232",232,-0.00453366853862547,-0.00782872298828052
"233",233,0.000820794942064329,-0.00782872298828052
"234",234,0.0115297219034436,-0.00782872298828052
"235",235,-0.0251277588489702,-0.00782872298828052
"236",236,-0.00700495937586676,-0.00782872298828052
"237",237,-0.00782872298828052,-0.00782872298828052
"238",238,0.0065871402289609,-0.00782872298828052
"239",239,0.00988219467861606,-0.00782872298828052
"240",240,0.0107059582910297,-0.00782872298828052
"241",241,0.0115297219034436,-0.00782872298828052
"242",242,-0.00576931395724611,-0.00782872298828052
"243",243,-0.00206237770138396,-0.00782872298828052
"244",244,-0.00576931395724611,-0.00782872298828052
"245",245,-0.00206237770138396,-0.00782872298828052
"246",246,-0.000414850476556428,-0.00782872298828052
"247",247,0.000820794942064329,-0.00782872298828052
"248",248,0.00164455855447809,-0.00782872298828052
